Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,high_pollution
24/11/2004,19.00.00,6.8,1592.0,,33.3,1627.0,936.0,401.0,166.0,1957.0,1902.0,10.2,80.4,1.0003,1
05/01/2005,00.00.00,1.7,,,,,266.0,,129.0,,,,,,0
03/11/2004,01.00.00,2.6,1167.0,,13.2,1090.0,281.0,626.0,62.0,1620.0,1106.0,18.0,71.5,1.4615,1
13/08/2004,11.00.00,1.2,953.0,,5.8,801.0,83.0,868.0,109.0,1573.0,657.0,35.7,29.0,1.6716,0
21/09/2004,05.00.00,0.6,869.0,,3.3,673.0,102.0,1033.0,53.0,1307.0,688.0,18.8,63.0,1.3582,0
22/03/2005,10.00.00,4.5,1402.0,,18.8,1263.0,551.0,446.0,169.0,1640.0,1723.0,16.5,51.6,0.9601,1
23/04/2004,06.00.00,0.8,923.0,56.0,4.9,757.0,72.0,1041.0,67.0,1418.0,906.0,14.3,55.4,0.9003,0
10/08/2004,23.00.00,1.8,1144.0,,10.5,997.0,64.0,669.0,63.0,1816.0,1021.0,28.8,52.0,2.0297,0
27/09/2004,04.00.00,0.6,820.0,,3.4,674.0,104.0,1024.0,64.0,1188.0,790.0,14.0,62.6,0.9948,0
17/05/2004,09.00.00,1.8,990.0,,8.6,924.0,140.0,974.0,90.0,1404.0,861.0,19.8,28.5,0.652,0
09/12/2004,22.00.00,0.8,792.0,,2.0,583.0,105.0,1972.0,66.0,946.0,517.0,12.3,48.7,0.6931,0
15/06/2004,18.00.00,3.1,1100.0,,16.7,1202.0,154.0,732.0,148.0,1856.0,1004.0,30.8,28.7,1.2507,1
07/03/2005,08.00.00,1.5,1022.0,,5.2,771.0,289.0,812.0,165.0,941.0,769.0,5.9,45.4,0.4244,0
27/06/2004,00.00.00,2.1,1127.0,,11.7,1041.0,120.0,728.0,97.0,1830.0,1266.0,26.5,44.8,1.528,1
31/07/2004,20.00.00,1.8,1080.0,,10.7,1004.0,90.0,724.0,114.0,1704.0,899.0,31.8,34.5,1.5911,0
13/07/2004,01.00.00,1.0,854.0,,5.0,764.0,88.0,932.0,76.0,1476.0,922.0,19.3,51.4,1.1387,0
06/11/2004,09.00.00,2.9,1212.0,,16.4,1191.0,455.0,551.0,97.0,1586.0,1210.0,15.9,69.8,1.253,1
29/03/2004,21.00.00,1.2,949.0,80.0,3.8,700.0,78.0,1221.0,90.0,1178.0,553.0,13.1,34.4,0.517,0
23/12/2004,14.00.00,4.9,1336.0,,18.6,1256.0,777.0,567.0,224.0,1320.0,1828.0,10.0,34.7,0.4259,1
15/09/2004,20.00.00,4.4,1312.0,,20.1,1299.0,443.0,580.0,135.0,2016.0,1380.0,23.9,58.9,1.7276,1
29/04/2004,17.00.00,4.9,1560.0,651.0,24.8,1424.0,247.0,579.0,143.0,2176.0,1688.0,20.8,45.3,1.1016,1
14/06/2004,16.00.00,1.6,917.0,,6.7,842.0,108.0,985.0,83.0,1563.0,674.0,23.9,39.9,1.1639,0
10/04/2004,10.00.00,1.9,1112.0,172.0,8.4,917.0,124.0,897.0,90.0,1542.0,931.0,16.6,44.4,0.8313,0
01/01/2005,05.00.00,1.4,1004.0,,4.8,753.0,181.0,879.0,106.0,942.0,1036.0,4.2,57.1,0.4759,0
27/03/2005,17.00.00,1.8,1170.0,,4.9,756.0,299.0,713.0,126.0,1341.0,793.0,14.4,80.8,1.3182,0
14/01/2005,07.00.00,1.4,1079.0,,7.3,869.0,374.0,732.0,110.0,1160.0,1039.0,5.7,79.3,0.7326,0
21/10/2004,17.00.00,3.2,1443.0,,20.9,1322.0,335.0,488.0,101.0,1933.0,1539.0,27.0,51.0,1.7936,1
31/10/2004,14.00.00,1.5,1062.0,,7.5,880.0,161.0,719.0,62.0,1580.0,924.0,22.9,65.7,1.8148,0
15/12/2004,04.00.00,0.7,,,,,103.0,,61.0,,,,,,0
23/05/2004,21.00.00,1.0,1094.0,,6.1,815.0,74.0,934.0,69.0,1563.0,852.0,21.4,46.6,1.1764,0
07/05/2004,06.00.00,1.5,972.0,,7.5,880.0,89.0,964.0,72.0,1590.0,689.0,14.3,60.5,0.9847,0
24/05/2004,22.00.00,0.7,858.0,,4.8,756.0,65.0,1159.0,73.0,1209.0,564.0,17.3,25.6,0.5032,0
31/10/2004,02.00.00,1.3,973.0,,6.4,828.0,146.0,818.0,61.0,1445.0,811.0,19.7,68.2,1.5484,0
24/10/2004,13.00.00,1.1,1000.0,,5.9,807.0,95.0,811.0,52.0,1376.0,825.0,25.3,46.7,1.4874,0
04/06/2004,17.00.00,3.6,1116.0,,16.6,1198.0,,811.0,,1863.0,1045.0,28.3,27.5,1.0418,1
18/01/2005,13.00.00,4.9,1557.0,,25.1,1432.0,1022.0,445.0,234.0,1605.0,2068.0,5.5,66.1,0.601,1
21/12/2004,09.00.00,5.5,1179.0,,23.5,1390.0,755.0,567.0,198.0,1453.0,1459.0,6.5,38.1,0.3709,1
27/12/2004,14.00.00,1.4,1034.0,,5.0,763.0,163.0,840.0,97.0,1192.0,761.0,15.0,57.2,0.9698,0
23/06/2004,03.00.00,0.3,777.0,,2.4,609.0,,1170.0,,1405.0,644.0,21.7,47.3,1.2135,0
07/04/2004,20.00.00,3.3,1207.0,343.0,11.0,1013.0,174.0,876.0,116.0,1632.0,982.0,10.0,74.0,0.9087,1
20/05/2004,00.00.00,1.5,1164.0,,8.2,908.0,90.0,821.0,102.0,1574.0,1019.0,18.5,50.1,1.0539,0
06/02/2005,19.00.00,1.6,985.0,,4.5,736.0,227.0,891.0,165.0,875.0,774.0,6.0,38.0,0.3584,0
19/03/2005,10.00.00,2.5,1254.0,,9.9,973.0,371.0,543.0,156.0,1403.0,1328.0,13.4,62.0,0.9498,1
04/12/2004,17.00.00,2.3,1131.0,,8.3,912.0,444.0,728.0,120.0,1356.0,987.0,12.7,84.4,1.2352,1
27/08/2004,11.00.00,1.8,,,,,119.0,,101.0,,,,,,0
09/12/2004,23.00.00,0.7,808.0,,1.8,572.0,88.0,1729.0,57.0,954.0,468.0,12.0,51.2,0.7179,0
20/01/2005,02.00.00,0.9,831.0,,1.3,530.0,75.0,1169.0,62.0,893.0,472.0,8.5,51.9,0.5766,0
10/06/2004,22.00.00,2.5,1116.0,,14.2,1123.0,157.0,768.0,118.0,1826.0,1235.0,26.3,34.3,1.1605,1
01/12/2004,05.00.00,0.6,844.0,,2.5,618.0,100.0,2095.0,63.0,1064.0,757.0,8.3,80.4,0.8861,0
17/07/2004,23.00.00,2.4,1165.0,,11.8,1043.0,125.0,717.0,120.0,1644.0,1188.0,26.8,29.9,1.0402,1
08/06/2004,02.00.00,0.5,780.0,,2.5,621.0,26.0,1277.0,42.0,1452.0,586.0,20.5,54.3,1.2926,0
18/08/2004,22.00.00,1.4,1029.0,,6.1,816.0,75.0,804.0,54.0,1624.0,778.0,29.1,48.4,1.9186,0
13/06/2004,18.00.00,1.0,847.0,,2.9,645.0,71.0,1245.0,68.0,1364.0,480.0,20.7,43.4,1.047,0
11/07/2004,08.00.00,0.3,850.0,,3.1,659.0,32.0,1077.0,38.0,1402.0,557.0,23.5,44.0,1.2596,0
07/08/2004,03.00.00,0.6,800.0,,2.6,627.0,,1032.0,,1519.0,787.0,23.3,63.3,1.7895,0
28/02/2005,04.00.00,0.3,781.0,,0.4,425.0,29.0,1609.0,28.0,667.0,261.0,3.8,48.0,0.3879,0
06/11/2004,19.00.00,2.8,1273.0,,14.6,1137.0,356.0,586.0,91.0,1563.0,1231.0,20.0,58.4,1.3473,1
29/06/2004,12.00.00,2.8,1251.0,,15.2,1154.0,184.0,682.0,148.0,1955.0,1111.0,35.5,27.4,1.5635,1
25/08/2004,16.00.00,1.3,1004.0,,6.0,814.0,57.0,808.0,61.0,1520.0,602.0,36.3,28.3,1.6851,0
18/03/2004,18.00.00,3.7,1513.0,,21.5,1338.0,214.0,764.0,156.0,1957.0,1397.0,23.0,26.8,0.7446,1
09/07/2004,09.00.00,1.8,1079.0,,9.7,966.0,154.0,785.0,115.0,1640.0,927.0,27.4,32.0,1.1545,0
10/02/2005,08.00.00,3.3,,,,,492.0,,247.0,,,,,,1
02/08/2004,00.00.00,1.9,1142.0,,9.1,945.0,65.0,672.0,68.0,1775.0,799.0,27.3,57.1,2.0426,0
14/03/2004,12.00.00,2.8,1416.0,145.0,10.7,1002.0,161.0,907.0,119.0,1677.0,1262.0,19.3,38.3,0.8474,1
02/05/2004,14.00.00,1.2,1026.0,,6.8,847.0,70.0,1010.0,73.0,1519.0,617.0,24.6,31.7,0.9647,0
22/12/2004,18.00.00,2.9,998.0,,9.9,972.0,345.0,806.0,153.0,984.0,1090.0,6.8,36.1,0.3575,1
02/02/2005,01.00.00,2.6,1063.0,,5.1,769.0,183.0,807.0,122.0,993.0,1109.0,6.4,52.6,0.5074,1
05/01/2005,12.00.00,5.9,1741.0,,25.3,1438.0,1130.0,416.0,219.0,1741.0,2159.0,12.8,60.1,0.882,1
18/09/2004,20.00.00,2.0,1040.0,,9.2,946.0,234.0,827.0,116.0,1424.0,952.0,24.7,37.1,1.1397,1
06/12/2004,15.00.00,2.5,1145.0,,13.8,1112.0,323.0,621.0,109.0,1481.0,1331.0,20.3,47.5,1.1187,1
02/05/2004,19.00.00,3.3,1394.0,,13.8,1111.0,209.0,736.0,123.0,1853.0,1288.0,21.2,47.5,1.1828,1
28/01/2005,23.00.00,1.1,,,,,115.0,,91.0,,,,,,0
14/05/2004,00.00.00,2.5,1246.0,,15.0,1150.0,152.0,654.0,107.0,1873.0,1354.0,17.3,57.8,1.1298,1
05/06/2004,01.00.00,1.5,937.0,,7.8,890.0,,970.0,,1625.0,877.0,20.7,50.0,1.203,0
16/09/2004,10.00.00,2.5,1171.0,,13.0,1083.0,390.0,695.0,96.0,1758.0,1276.0,22.9,59.1,1.633,1
12/03/2005,03.00.00,0.3,1128.0,,4.5,740.0,195.0,705.0,134.0,1113.0,1064.0,10.2,57.9,0.7191,0
07/12/2004,00.00.00,1.4,966.0,,5.1,770.0,191.0,900.0,74.0,1206.0,956.0,14.0,66.1,1.05,0
16/07/2004,10.00.00,2.0,1051.0,,9.3,950.0,196.0,802.0,138.0,1593.0,1040.0,28.8,33.0,1.2825,1
13/08/2004,22.00.00,1.2,957.0,,5.1,767.0,57.0,867.0,74.0,1534.0,577.0,26.6,50.4,1.724,0
15/12/2004,11.00.00,3.5,,,,,809.0,,176.0,,,,,,1
15/07/2004,18.00.00,3.6,1124.0,,20.5,1309.0,236.0,655.0,183.0,1845.0,1170.0,33.7,20.0,1.0275,1
13/03/2005,20.00.00,2.8,1407.0,,12.5,1066.0,566.0,525.0,211.0,1397.0,1560.0,14.8,51.0,0.8507,1
17/06/2004,05.00.00,0.5,798.0,,3.4,677.0,35.0,1092.0,44.0,1473.0,696.0,20.2,53.8,1.2569,0
02/01/2005,04.00.00,1.3,947.0,,3.3,673.0,148.0,929.0,87.0,974.0,929.0,3.2,68.3,0.531,0
16/04/2004,18.00.00,5.2,1529.0,575.0,20.4,1309.0,270.0,627.0,141.0,2083.0,1385.0,14.0,76.3,1.2166,1
13/06/2004,19.00.00,1.0,849.0,,3.5,682.0,67.0,1215.0,72.0,1378.0,472.0,20.3,42.6,1.0045,0
12/04/2004,03.00.00,0.6,830.0,34.0,1.7,560.0,,1452.0,,1066.0,350.0,14.4,32.8,0.5364,0
04/05/2004,21.00.00,3.0,1187.0,,11.8,1042.0,196.0,766.0,110.0,1840.0,1093.0,16.6,70.8,1.3253,1
02/09/2004,09.00.00,3.3,1258.0,,18.7,1261.0,406.0,514.0,96.0,1940.0,1603.0,26.2,45.0,1.5098,1
29/11/2004,12.00.00,5.0,1551.0,,23.0,1377.0,1000.0,564.0,168.0,1734.0,2038.0,15.3,63.2,1.0898,1
05/09/2004,01.00.00,3.0,1194.0,,18.5,1255.0,,555.0,,1694.0,1452.0,27.2,33.3,1.1788,1
22/01/2005,02.00.00,1.5,1392.0,,15.1,1153.0,757.0,542.0,198.0,1395.0,1506.0,7.1,77.3,0.7826,0
11/12/2004,18.00.00,2.4,1006.0,,10.7,1005.0,350.0,781.0,133.0,1071.0,1045.0,14.9,24.9,0.4178,1
16/07/2004,02.00.00,0.7,821.0,,3.9,706.0,36.0,1021.0,58.0,1360.0,674.0,23.7,37.3,1.076,0
04/11/2004,19.00.00,5.8,1589.0,,33.0,1619.0,633.0,406.0,124.0,2216.0,1780.0,22.2,63.7,1.6865,1
17/11/2004,08.00.00,3.3,1234.0,,15.4,1161.0,664.0,629.0,200.0,1386.0,1318.0,6.3,61.7,0.5926,1
27/01/2005,13.00.00,1.2,922.0,,4.1,716.0,192.0,930.0,115.0,893.0,643.0,6.6,41.2,0.4046,0
17/05/2004,12.00.00,1.9,1029.0,,10.1,983.0,129.0,950.0,97.0,1470.0,879.0,25.1,20.8,0.6516,0
21/12/2004,18.00.00,3.1,1081.0,,16.7,1202.0,445.0,691.0,166.0,1230.0,1250.0,7.6,40.1,0.4195,1
10/02/2005,12.00.00,2.7,,,,,418.0,,185.0,,,,,,1
08/07/2004,23.00.00,2.7,1302.0,,16.6,1198.0,156.0,628.0,121.0,1934.0,1504.0,29.4,35.6,1.4383,1
18/01/2005,22.00.00,0.1,1021.0,,3.3,670.0,135.0,932.0,104.0,1187.0,828.0,11.3,71.8,0.9577,0
13/01/2005,00.00.00,2.9,1232.0,,11.5,1032.0,391.0,599.0,123.0,1347.0,1331.0,9.4,75.0,0.8874,1
06/03/2005,08.00.00,0.6,867.0,,1.0,500.0,103.0,1219.0,86.0,818.0,387.0,5.9,54.8,0.5119,0
01/03/2005,19.00.00,2.1,967.0,,7.5,880.0,313.0,815.0,148.0,887.0,892.0,1.8,35.4,0.2497,1
12/01/2005,19.00.00,5.7,1517.0,,28.4,1512.0,728.0,421.0,182.0,1902.0,1740.0,14.1,57.8,0.9262,1
17/03/2004,02.00.00,0.9,998.0,34.0,4.1,714.0,70.0,1169.0,79.0,1383.0,992.0,14.1,55.6,0.891,0
13/06/2004,02.00.00,0.6,880.0,,3.4,677.0,24.0,1109.0,36.0,1500.0,554.0,26.2,43.6,1.4599,0
14/01/2005,11.00.00,3.8,1347.0,,17.1,1212.0,750.0,527.0,179.0,1443.0,1568.0,9.3,67.1,0.7849,1
16/02/2005,07.00.00,1.6,1208.0,,8.8,931.0,454.0,622.0,201.0,1052.0,1485.0,3.5,54.2,0.4297,0
10/03/2005,23.00.00,1.4,1017.0,,4.9,760.0,254.0,806.0,151.0,922.0,1235.0,8.3,38.2,0.4203,0
19/11/2004,23.00.00,2.6,695.0,,4.0,711.0,204.0,1193.0,110.0,739.0,645.0,12.8,14.8,0.218,1
09/12/2004,15.00.00,1.4,946.0,,5.3,780.0,249.0,945.0,99.0,1142.0,801.0,15.2,50.1,0.858,0
22/11/2004,19.00.00,6.9,1766.0,,37.6,1720.0,1345.0,361.0,245.0,1881.0,2515.0,9.1,53.8,0.6216,1
22/05/2004,23.00.00,3.1,1397.0,,15.3,1159.0,134.0,681.0,100.0,1949.0,1207.0,20.2,52.9,1.234,1
27/11/2004,12.00.00,4.0,1524.0,,17.6,1228.0,707.0,853.0,170.0,1646.0,1675.0,15.8,70.5,1.2557,1
21/03/2005,12.00.00,2.0,1176.0,,8.4,914.0,310.0,621.0,143.0,1347.0,1083.0,19.8,44.2,1.0091,1
23/06/2004,16.00.00,2.5,1111.0,,14.4,1131.0,171.0,735.0,137.0,1825.0,1085.0,34.3,22.4,1.1907,1
14/01/2005,13.00.00,3.3,1280.0,,17.4,1222.0,525.0,526.0,160.0,1519.0,1452.0,11.0,60.9,0.7966,1
24/03/2004,23.00.00,1.3,973.0,79.0,4.5,739.0,81.0,1186.0,87.0,1354.0,589.0,10.4,61.1,0.7717,0
27/10/2004,10.00.00,3.2,1278.0,,16.1,1182.0,561.0,585.0,132.0,1734.0,1354.0,19.7,65.4,1.4854,1
27/12/2004,05.00.00,0.4,826.0,,0.7,465.0,50.0,1322.0,46.0,978.0,433.0,11.9,61.1,0.8527,0
07/12/2004,10.00.00,3.3,1322.0,,17.3,1219.0,574.0,682.0,130.0,1591.0,1472.0,14.5,61.1,1.0007,1
03/04/2005,22.00.00,1.6,1116.0,,5.8,803.0,233.0,696.0,153.0,1173.0,1055.0,15.5,49.0,0.8579,0
18/05/2004,23.00.00,1.7,1083.0,,8.3,911.0,107.0,883.0,96.0,1507.0,985.0,20.2,38.6,0.9016,0
12/03/2004,11.00.00,2.7,1263.0,166.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,1
12/01/2005,13.00.00,3.8,1337.0,,17.7,1231.0,647.0,505.0,185.0,1518.0,1611.0,14.7,52.3,0.8687,1
01/08/2004,18.00.00,1.2,986.0,,6.4,830.0,73.0,906.0,100.0,1482.0,536.0,36.6,24.6,1.4872,0
26/08/2004,22.00.00,1.1,,,,,68.0,,71.0,,,,,,0
22/05/2004,12.00.00,2.2,1259.0,,12.9,1080.0,138.0,772.0,104.0,1736.0,1072.0,27.2,28.1,0.9989,1
11/05/2004,00.00.00,0.9,959.0,,6.0,812.0,77.0,961.0,78.0,1518.0,910.0,14.2,64.1,1.0346,0
18/06/2004,07.00.00,2.2,1123.0,,14.5,1134.0,169.0,711.0,92.0,1922.0,1170.0,20.8,52.6,1.2758,1
26/01/2005,11.00.00,0.1,872.0,,3.2,662.0,211.0,1007.0,134.0,874.0,628.0,4.5,48.4,0.4131,0
04/11/2004,01.00.00,1.1,948.0,,6.3,826.0,137.0,802.0,57.0,1382.0,897.0,19.3,65.5,1.45,0
24/01/2005,06.00.00,0.5,836.0,,1.2,520.0,86.0,1296.0,67.0,832.0,479.0,7.0,47.2,0.4745,0
27/11/2004,13.00.00,4.4,1562.0,,19.4,1280.0,743.0,479.0,156.0,1711.0,1709.0,15.4,73.3,1.27,1
08/03/2005,19.00.00,5.1,1399.0,,23.4,1387.0,768.0,487.0,242.0,1499.0,1837.0,11.0,33.8,0.4436,1
20/10/2004,18.00.00,7.7,1835.0,,40.0,1770.0,826.0,358.0,172.0,2474.0,2073.0,23.9,61.8,1.8088,1
06/11/2004,14.00.00,3.8,1464.0,,20.9,1321.0,514.0,475.0,132.0,1794.0,1600.0,21.7,54.8,1.4024,1
02/11/2004,11.00.00,5.8,1570.0,,32.9,1617.0,844.0,426.0,151.0,2170.0,1944.0,22.1,56.6,1.4851,1
19/02/2005,11.00.00,2.1,1153.0,,6.9,853.0,407.0,696.0,217.0,1027.0,1370.0,4.2,54.0,0.4483,1
10/12/2004,03.00.00,0.5,770.0,,2.2,600.0,,2081.0,,901.0,416.0,13.8,36.8,0.576,0
07/05/2004,02.00.00,0.9,855.0,,3.3,669.0,46.0,1160.0,56.0,1427.0,671.0,13.7,69.4,1.0794,0
23/08/2004,14.00.00,0.9,843.0,,4.1,716.0,41.0,1005.0,53.0,1305.0,496.0,33.4,21.6,1.0927,0
23/03/2004,22.00.00,1.3,1000.0,81.0,5.3,776.0,81.0,1141.0,96.0,1375.0,896.0,12.0,54.9,0.7664,0
15/07/2004,15.00.00,2.0,1039.0,,12.6,1069.0,138.0,773.0,135.0,1646.0,880.0,37.1,17.7,1.094,1
16/05/2004,22.00.00,1.4,1034.0,,5.9,805.0,92.0,1030.0,97.0,1416.0,750.0,20.8,36.3,0.8775,0
28/04/2004,11.00.00,2.8,1364.0,386.0,16.8,1205.0,196.0,723.0,139.0,1850.0,1566.0,26.7,28.7,0.9895,1
23/03/2005,19.00.00,6.2,1616.0,,32.6,1610.0,796.0,374.0,227.0,1909.0,2021.0,21.0,29.2,0.7192,1
14/04/2004,11.00.00,2.1,1109.0,195.0,8.9,935.0,147.0,882.0,95.0,1518.0,1026.0,21.1,30.2,0.745,1
04/03/2005,10.00.00,4.6,1334.0,,15.8,1174.0,744.0,524.0,216.0,1432.0,1643.0,6.5,60.9,0.5919,1
16/11/2004,08.00.00,3.5,1248.0,,16.6,1197.0,892.0,641.0,202.0,1405.0,1395.0,10.1,45.6,0.5632,1
22/05/2004,02.00.00,1.5,1123.0,,9.7,966.0,91.0,770.0,93.0,1594.0,1183.0,17.6,47.6,0.9465,0
06/04/2004,16.00.00,1.9,1143.0,226.0,10.3,988.0,109.0,849.0,98.0,1590.0,710.0,18.8,36.8,0.7883,0
14/03/2004,02.00.00,2.5,1367.0,92.0,8.6,925.0,128.0,953.0,104.0,1543.0,1337.0,12.5,58.9,0.8537,1
15/12/2004,02.00.00,1.7,,,,,299.0,,87.0,,,,,,0
16/12/2004,15.00.00,4.8,,,,,1058.0,,217.0,,,,,,1
05/12/2004,16.00.00,1.5,940.0,,3.7,692.0,208.0,934.0,83.0,1177.0,749.0,11.5,81.0,1.101,0
28/03/2004,21.00.00,1.1,968.0,75.0,3.3,669.0,67.0,1261.0,81.0,1246.0,538.0,12.3,46.8,0.6686,0
10/01/2005,07.00.00,0.4,1162.0,,6.7,843.0,303.0,685.0,104.0,1336.0,1027.0,12.3,73.3,1.0448,0
09/11/2004,21.00.00,3.0,1101.0,,9.6,963.0,,748.0,,1320.0,966.0,8.0,81.0,0.8714,1
10/11/2004,14.00.00,2.7,1055.0,,10.8,1007.0,457.0,736.0,145.0,1301.0,1019.0,10.5,62.2,0.7923,1
15/03/2005,06.00.00,0.6,981.0,,2.4,610.0,145.0,867.0,88.0,1068.0,856.0,9.3,67.9,0.7969,0
11/02/2005,04.00.00,1.6,,,,,107.0,,91.0,,,,,,0
15/05/2004,05.00.00,0.5,839.0,,2.8,638.0,33.0,1171.0,44.0,1271.0,643.0,15.7,46.9,0.8329,0
23/05/2004,08.00.00,0.8,1008.0,,4.3,729.0,68.0,1034.0,65.0,1490.0,795.0,20.0,48.6,1.1199,0
02/05/2004,09.00.00,1.4,1046.0,,6.9,851.0,94.0,920.0,77.0,1595.0,908.0,17.7,56.4,1.1342,0
16/04/2004,11.00.00,2.6,1223.0,212.0,11.0,1014.0,172.0,781.0,108.0,1666.0,1219.0,17.6,46.7,0.9324,1
11/01/2005,00.00.00,1.8,1205.0,,7.7,888.0,256.0,647.0,116.0,1292.0,1187.0,12.0,71.9,1.0071,0
02/03/2005,18.00.00,3.4,1148.0,,17.5,1226.0,579.0,624.0,207.0,1126.0,1460.0,9.1,19.2,0.2225,1
26/03/2005,01.00.00,2.2,1312.0,,10.5,995.0,312.0,527.0,124.0,1488.0,1447.0,16.8,69.0,1.3135,1
17/09/2004,12.00.00,1.6,962.0,,9.0,940.0,209.0,889.0,89.0,1441.0,855.0,22.8,41.8,1.1417,0
23/07/2004,12.00.00,2.1,1168.0,,15.4,1160.0,140.0,671.0,132.0,1784.0,1193.0,40.1,17.5,1.2721,1
11/10/2004,14.00.00,3.2,1271.0,,17.2,1217.0,444.0,566.0,90.0,1810.0,1227.0,20.2,68.9,1.6074,1
06/08/2004,12.00.00,2.6,1171.0,,14.4,1129.0,156.0,631.0,120.0,1911.0,1346.0,33.5,36.0,1.8395,1
25/06/2004,09.00.00,2.8,1193.0,,14.6,1136.0,245.0,667.0,151.0,1924.0,1370.0,25.7,41.0,1.3351,1
04/03/2005,13.00.00,3.4,1349.0,,16.4,1193.0,550.0,507.0,189.0,1493.0,1710.0,10.9,52.4,0.6826,1
09/09/2004,07.00.00,3.0,1200.0,,18.2,1246.0,553.0,798.0,136.0,1574.0,1416.0,19.7,37.5,0.8501,1
07/02/2005,13.00.00,1.6,981.0,,6.2,820.0,265.0,807.0,168.0,876.0,784.0,12.2,21.4,0.3033,0
20/05/2004,11.00.00,2.2,1239.0,,12.5,1067.0,146.0,779.0,117.0,1702.0,1071.0,28.6,25.8,0.9989,1
09/07/2004,12.00.00,1.5,995.0,,9.5,959.0,111.0,856.0,116.0,1544.0,690.0,33.9,18.4,0.9587,0
04/11/2004,22.00.00,3.9,1383.0,,21.3,1332.0,572.0,495.0,96.0,1855.0,1415.0,19.1,72.0,1.5732,1
25/04/2004,21.00.00,1.4,940.0,95.0,5.1,769.0,100.0,1103.0,90.0,1310.0,731.0,15.5,37.0,0.6447,0
12/08/2004,02.00.00,0.9,933.0,,3.8,701.0,57.0,906.0,62.0,1638.0,690.0,25.9,64.5,2.1247,0
06/11/2004,21.00.00,3.1,1252.0,,13.3,1094.0,395.0,615.0,90.0,1526.0,1188.0,19.5,57.4,1.2874,1
13/03/2004,07.00.00,1.5,1112.0,47.0,5.1,770.0,139.0,1228.0,77.0,1409.0,940.0,6.3,71.9,0.6932,0
27/12/2004,09.00.00,2.3,1171.0,,10.0,978.0,344.0,637.0,138.0,1374.0,1092.0,12.5,63.2,0.9113,1
04/05/2004,15.00.00,2.6,1197.0,,12.9,1082.0,140.0,753.0,97.0,1851.0,971.0,19.9,57.1,1.3158,1
30/03/2004,13.00.00,3.4,1373.0,546.0,17.1,1213.0,200.0,791.0,128.0,1711.0,1354.0,22.4,20.0,0.5352,1
07/03/2005,10.00.00,1.6,961.0,,5.5,789.0,330.0,839.0,169.0,910.0,816.0,8.6,34.2,0.3834,0
06/11/2004,00.00.00,1.2,1033.0,,6.7,842.0,166.0,756.0,66.0,1362.0,941.0,17.6,66.5,1.3249,0
02/04/2004,18.00.00,4.5,1491.0,721.0,23.3,1385.0,223.0,685.0,165.0,1915.0,1486.0,24.3,30.1,0.9012,1
04/02/2005,20.00.00,2.6,1125.0,,11.3,1025.0,356.0,653.0,207.0,1147.0,1200.0,7.7,41.9,0.4409,1
26/02/2005,08.00.00,1.0,914.0,,3.9,705.0,182.0,966.0,124.0,926.0,687.0,6.2,51.3,0.488,0
12/05/2004,10.00.00,3.9,1446.0,,22.0,1350.0,280.0,568.0,108.0,2140.0,1630.0,19.7,51.9,1.1796,1
08/01/2005,15.00.00,3.1,1375.0,,12.8,1076.0,495.0,555.0,180.0,1377.0,1599.0,12.9,59.0,0.8736,1
06/07/2004,12.00.00,3.4,1301.0,,19.3,1276.0,267.0,631.0,179.0,1953.0,1407.0,38.2,20.9,1.3701,1
24/05/2004,17.00.00,2.0,996.0,,12.0,1048.0,139.0,959.0,108.0,1397.0,822.0,24.5,15.4,0.4663,1
02/01/2005,06.00.00,1.0,911.0,,2.4,613.0,148.0,992.0,82.0,934.0,861.0,2.4,71.9,0.5288,0
11/05/2004,03.00.00,0.2,799.0,,1.6,555.0,,1327.0,,1320.0,643.0,12.8,66.0,0.969,0
07/11/2004,07.00.00,0.4,752.0,,1.2,516.0,53.0,1370.0,35.0,997.0,440.0,15.1,52.0,0.8878,0
08/10/2004,13.00.00,3.6,1400.0,,21.2,1331.0,366.0,520.0,100.0,1916.0,1465.0,27.7,39.2,1.4356,1
27/11/2004,00.00.00,4.1,1499.0,,16.9,1207.0,654.0,748.0,143.0,1530.0,1881.0,13.0,73.7,1.0957,1
31/03/2004,14.00.00,2.6,1349.0,295.0,11.2,1023.0,171.0,804.0,114.0,1748.0,1054.0,13.6,69.2,1.0746,1
22/03/2004,17.00.00,2.6,1152.0,185.0,12.4,1062.0,138.0,928.0,103.0,1606.0,850.0,20.2,28.5,0.6682,1
08/11/2004,14.00.00,1.8,919.0,,10.0,978.0,246.0,820.0,105.0,1180.0,805.0,13.1,38.5,0.5776,0
07/11/2004,19.00.00,3.1,1009.0,,10.5,995.0,386.0,784.0,140.0,1201.0,1016.0,14.4,39.2,0.6407,1
05/04/2004,19.00.00,3.9,1499.0,678.0,18.0,1239.0,174.0,651.0,121.0,1957.0,1359.0,18.8,47.5,1.0199,1
21/11/2004,16.00.00,0.9,1018.0,,8.2,907.0,292.0,889.0,127.0,981.0,1150.0,14.9,21.7,0.3646,0
28/11/2004,19.00.00,3.5,1279.0,,12.6,1069.0,542.0,628.0,117.0,1418.0,1356.0,9.9,76.3,0.9296,1
